IDNumber,Age,Gender,Ethnicity,Region,q0014,q0015,q0016,q0017,q0018,q0019,q0020,q0021,q0022,q0024,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0034,q0035,q0038,q0039,q0041,q0042,q0043,q0045,q0046,q0047,q0048,q0050,q0052,q0053,q0054,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0070,q0071,q0074,q0076,q0077,q0078,q0079,q0080,q0081,q0083,q0084,q0086,q0088,q0090,q0091,q0093,q0094,q0095,q0096,q0097,q0099,q0100,q0101,q0104,q0105,q0106,q0108,q0110,q0111,q0112,q0113,q0114,q0115,q0117,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
158010,5,Female,MultiRacial,northeast,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5 yr,65,12,11,13,11,10,10,10,12,46,44,47,53,50,45,44,44,51
141076,5,Female,White,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,60,10,10,10,10,10,10,10,10,35,36,40,39,42,45,44,44,41
158001,5,Female,White,northeast,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,5 yr,65,12,10,11,10,11,10,13,13,46,44,40,46,42,55,44,58,54
144004,5,Female,White,northeast,1,1,1,1,1,2,1,3,2,2,3,2,2,1,1,1,2,1,1,2,2,1,1,3,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,5 yr,79,15,16,17,13,13,10,10,12,60,50,65,63,59,61,44,44,51
144034,5,Male,White,northeast,2,3,2,2,2,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,5 yr,74,24,10,15,14,12,12,11,13,57,62,40,59,62,59,55,53,54
141065,5,Male,MultiRacial,south,3,3,3,2,2,2,3,4,3,2,3,2,2,4,3,2,1,1,1,2,2,1,2,1,1,2,4,3,1,2,2,3,1,1,4,2,4,3,2,1,1,2,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,2,4,2,3,1,1,1,1,2,2,4,2,3,3,3,3,3,2,4,2,3,4,5 yr,124,27,21,19,23,11,31,19,30,69,65,69,65,69,55,71,67,71
132032,5,Male,White,midwest,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,5 yr,88,17,17,15,13,13,17,13,18,63,53,66,59,59,61,62,58,62
144042,5,Male,White,northeast,3,3,3,2,2,3,2,3,3,3,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,5 yr,78,27,14,16,13,10,13,12,16,59,65,58,62,59,45,57,56,59
144043,5,Female,White,northeast,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,74,16,14,15,12,12,10,11,10,57,51,58,59,55,59,44,53,41
119067,5,Male,Black,south,3,2,3,3,2,1,1,4,1,3,4,1,1,3,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5 yr,80,23,15,16,15,10,11,13,10,61,61,62,62,63,45,53,58,41
143010,5,Male,Black,northeast,2,2,2,2,2,2,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,5 yr,73,19,12,12,12,10,17,10,15,56,57,51,50,55,45,62,44,57
143038,5,Female,White,northeast,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,5 yr,66,12,13,11,11,10,10,11,11,47,44,55,46,50,45,44,53,48
143040,5,Male,White,northeast,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,3,1,2,3,2,2,2,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,5 yr,86,10,13,18,15,10,15,15,11,62,36,55,64,63,45,60,61,48
141074,5,Female,White,south,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,63,14,12,11,10,10,10,10,10,43,48,51,46,42,45,44,44,41
143056,5,Male,White,northeast,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,67,12,11,13,12,11,10,10,10,49,44,47,53,55,55,44,44,41
143057,5,Female,White,northeast,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,64,11,11,13,10,10,10,10,10,45,42,47,53,42,45,44,44,41
143049,5,Female,White,northeast,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,60,10,10,10,10,10,10,10,10,35,36,40,39,42,45,44,44,41
143047,5,Female,Asian,northeast,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,60,10,10,10,10,10,10,10,10,35,36,40,39,42,45,44,44,41
143053,5,Male,White,northeast,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,69,10,10,10,11,16,12,10,10,52,36,40,39,50,65,55,44,41
141192,5,Male,White,south,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,5 yr,69,13,13,15,10,10,11,10,16,52,47,55,59,42,45,53,44,59
132042,5,Male,White,midwest,3,3,4,2,1,3,4,4,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,5 yr,72,28,12,14,12,10,12,12,21,55,69,51,56,55,45,55,56,66
132045,5,Male,White,midwest,3,2,3,3,3,3,3,3,3,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5 yr,73,28,12,14,12,10,14,11,20,56,69,51,56,55,45,59,53,65
132053,5,Female,White,midwest,2,2,2,2,2,3,2,3,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,5 yr,68,22,12,14,11,10,10,11,19,50,60,51,56,50,45,44,53,63
119010,5,Female,Black,south,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5 yr,63,11,11,12,10,10,10,10,11,43,42,47,50,42,45,44,44,48
119084,5,Female,Black,south,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,5 yr,79,11,15,13,13,15,10,13,19,60,42,62,53,59,64,44,58,63
119083,5,Male,Black,south,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,5 yr,64,10,12,12,10,10,10,10,15,45,36,51,50,42,45,44,44,57
119081,5,Male,White,south,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,5 yr,70,10,12,13,11,13,10,11,12,53,36,51,53,50,61,44,53,51
119078,5,Female,Black,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,61,10,10,11,10,10,10,10,10,40,36,40,46,42,45,44,44,41
119077,5,Female,Black,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,60,10,10,10,10,10,10,10,10,35,36,40,39,42,45,44,44,41
119041,5,Male,Black,south,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,60,11,10,10,10,10,10,10,10,35,42,40,39,42,45,44,44,41
190039,5,Female,Black,west,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,5 yr,66,15,11,14,10,10,11,10,12,47,50,47,56,42,45,53,44,51
190037,5,Male,Hispanic,west,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,68,20,11,10,11,10,15,11,10,50,58,47,39,50,45,60,53,41
177009,5,Male,White,northeast,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5 yr,68,18,10,12,11,10,13,12,11,50,56,40,50,50,45,57,56,48
199005,5,Female,Black,midwest,1,1,2,1,2,2,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,5 yr,64,15,12,12,10,10,10,10,16,45,50,51,50,42,45,44,44,59
199007,5,Male,Black,midwest,2,2,2,1,1,2,3,3,2,2,2,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5 yr,70,20,15,12,11,10,11,11,11,53,58,62,50,50,45,53,53,48
199002,5,Male,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,60,10,10,10,10,10,10,10,10,35,36,40,39,42,45,44,44,41
204036,5,Male,White,west,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,5 yr,66,13,10,10,12,12,12,10,13,47,47,40,39,55,59,55,44,54
216044,5,Female,White,midwest,3,2,3,2,3,3,2,3,1,3,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,5 yr,74,25,12,15,14,11,12,10,15,57,63,51,59,62,55,55,44,57
199001,5,Female,White,midwest,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,61,17,10,11,10,10,10,10,10,40,53,40,46,42,45,44,44,41
199009,5,Male,White,midwest,1,1,2,1,2,2,2,2,3,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,5 yr,67,18,14,13,10,10,10,10,15,49,56,58,53,42,45,44,44,57
230014,5,Male,White,midwest,2,2,3,2,2,2,3,4,2,3,2,2,1,3,1,1,1,1,1,2,3,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,3,2,3,1,1,2,1,1,1,1,1,1,1,1,2,1,3,2,2,1,2,3,1,1,2,1,1,1,1,2,1,2,2,1,3,3,2,1,1,1,1,2,3,2,5 yr,94,25,15,19,17,11,18,14,19,64,63,62,65,66,55,65,60,63
198009,5,Female,White,northeast,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,5 yr,69,11,11,11,12,12,10,13,11,52,42,47,46,55,59,44,58,48
230037,5,Female,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,60,10,10,10,10,10,10,10,10,35,36,40,39,42,45,44,44,41
260026,5,Male,White,south,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,66,11,12,13,11,10,10,10,10,47,42,51,53,50,45,44,44,41
260025,5,Male,White,south,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,5 yr,76,10,14,12,11,19,10,10,17,58,36,58,50,50,66,44,44,61
250019,5,Male,Hispanic,south,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 yr,70,17,13,11,12,14,10,10,10,53,53,55,46,55,63,44,44,41
260023,5,Female,White,south,1,2,2,1,1,2,1,3,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,5 yr,68,17,14,12,10,10,11,11,14,50,53,58,50,42,45,53,53,55
260047,5,Female,Hispanic,south,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,5 yr,66,15,11,11,13,11,10,10,15,47,50,47,46,59,55,44,44,57
190106,5,Male,Hispanic,west,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5 yr,61,21,10,10,10,10,11,10,11,40,59,40,39,42,45,53,44,48
260050,5,Male,White,south,2,2,2,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5 yr,69,17,12,13,11,10,13,10,11,52,53,51,53,50,45,57,44,48
