IDNumber,data,Age,Gender,Ethnicity,Region,q0014,q0015,q0016,q0017,q0018,q0019,q0020,q0021,q0022,q0024,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0034,q0035,q0038,q0039,q0041,q0042,q0043,q0045,q0046,q0047,q0048,q0050,q0052,q0053,q0054,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0070,q0071,q0074,q0076,q0077,q0078,q0079,q0080,q0081,q0083,q0084,q0086,q0088,q0090,q0091,q0093,q0094,q0095,q0096,q0097,q0099,q0100,q0101,q0104,q0105,q0106,q0108,q0110,q0111,q0112,q0113,q0114,q0115,q0117,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
105031,SM,4,Male,White,midwest,3,3,3,2,2,3,3,3,3,2,2,2,2,3,2,3,1,1,1,1,2,2,2,2,2,2,3,2,2,3,2,1,1,1,2,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2 to 4 years,94,27,18,22,17,10,15,12,13
105063,SM,3,Male,White,south,2,3,1,2,3,3,1,3,2,3,2,1,1,2,2,2,1,1,1,2,2,2,1,3,1,2,1,2,2,1,3,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2 to 4 years,101,23,15,17,16,14,20,19,19
118083,SM,3,Male,White,south,3,2,3,3,3,2,3,4,4,3,3,1,2,4,2,1,1,1,1,1,1,1,2,3,3,1,4,4,2,3,2,2,4,3,3,2,4,4,2,4,2,4,4,4,4,1,1,2,1,1,3,1,2,4,1,3,3,3,1,2,2,1,1,2,1,1,1,4,4,1,4,3,2,3,2,1,3,3,3,3,2 to 4 years,136,30,17,24,30,24,23,18,27
133059,SM,3,Female,White,west,3,1,2,2,1,2,1,3,1,2,3,2,1,3,2,1,2,1,1,1,2,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2 to 4 years,79,18,17,15,13,11,11,12,12
105054,SM,4,Female,White,midwest,2,1,2,2,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2 to 4 years,63,17,10,11,10,10,10,12,10
105087,SM,5,Male,White,midwest,2,2,2,2,1,2,1,3,3,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,5 years,72,20,13,13,11,11,13,11,16
105109,SM,3,Female,White,midwest,3,3,4,3,2,2,2,3,2,2,4,2,1,4,2,2,3,1,1,1,2,1,2,3,2,4,4,3,3,2,1,1,1,1,2,1,4,3,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,3,3,1,2,1,2,1,1,1,1,1,2,4,1,2,1,1,2,1,2,2,1,1,2,2 to 4 years,109,26,21,26,17,12,18,15,15
106005,SM,4,Male,Hispanic,midwest,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2 to 4 years,76,18,13,14,12,12,13,12,15
129005,SM,4,Male,White,midwest,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,2 to 4 years,65,12,11,11,10,10,11,12,15
105038,SM,5,Female,White,midwest,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5 years,63,11,11,12,10,10,10,10,10
137019,SM,3,Male,White,midwest,3,2,2,2,2,1,1,3,1,2,2,1,2,3,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2 to 4 years,79,19,17,12,16,11,13,10,14
105112,SM,3,Female,White,midwest,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2 to 4 years,86,19,14,15,13,13,17,14,12
105118,SM,2,Female,White,midwest,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2 to 4 years,72,14,10,12,11,12,11,16,16
105091,SM,4,Male,MultiRacial,south,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2 to 4 years,60,20,10,10,10,10,10,10,12
106012,SM,3,Female,White,midwest,2,2,2,2,1,1,1,3,2,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2 to 4 years,76,17,14,14,12,15,11,10,15
129016,SM,3,Male,White,midwest,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2 to 4 years,66,12,11,11,11,10,11,12,13
106008,SM,5,Female,White,midwest,1,1,2,2,1,1,1,3,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5 years,68,14,14,12,10,11,10,11,10
134014,SM,3,Female,White,west,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 to 4 years,62,10,10,11,11,10,10,10,10
105121,SM,3,Female,White,midwest,1,1,1,1,1,1,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 to 4 years,62,13,12,10,10,10,10,10,10
129011,SM,4,Female,White,midwest,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2 to 4 years,75,13,12,17,11,11,13,11,12
105107,SM,4,Male,White,midwest,1,2,2,2,3,3,3,4,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,2,1,1,2,2,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2 to 4 years,75,24,11,15,15,11,13,10,14
132001,SM,5,Female,White,midwest,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,5 years,72,18,14,11,12,12,10,13,11
132014,SM,2,Female,White,midwest,4,1,4,4,1,1,1,2,3,4,2,1,1,4,1,1,4,3,1,4,1,1,1,2,2,1,1,3,1,2,1,2,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,1,3,2,4,3,2,1,1,2,1,1,1,1,2,1,1,3,1,1,1,1,2,2,1,3,2 to 4 years,105,25,22,15,19,10,26,13,16
132003,SM,4,Female,White,midwest,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2 to 4 years,66,11,11,10,10,11,11,13,13
132004,SM,5,Female,White,midwest,2,1,2,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,2,1,1,1,2,1,1,1,2,1,5 years,78,16,14,14,11,11,12,16,13
132013,SM,4,Female,White,midwest,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2 to 4 years,69,16,11,12,10,11,12,13,11
132005,SM,4,Male,Black,midwest,2,2,3,2,2,2,2,3,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,3,2,2,1,2,1,1,1,1,2,1,3,2,1,2,2,1,1,1,2,2,1,1,2 to 4 years,82,21,13,11,14,10,19,15,14
132006,SM,5,Male,White,midwest,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,3,1,2,1,1,1,2,2,2,2,2,2,3,2,1,1,2,2,1,1,2,5 years,82,14,12,12,13,12,17,16,17
132007,SM,5,Male,MultiRacial,midwest,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,3,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,3,1,1,1,1,2,1,4,2,1,2,1,1,1,1,2,1,1,1,5 years,85,15,15,14,13,11,15,17,12
132008,SM,4,Female,White,midwest,3,2,2,2,2,3,2,3,3,2,3,2,2,3,2,1,1,1,1,2,2,2,1,1,1,1,3,2,1,2,2,2,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,1,1,1,2,2,2,4,2,2,3,2,2,3,2,3,3,2,2,2 to 4 years,92,24,18,16,15,11,13,19,24
132009,SM,5,Female,Black,midwest,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,5 years,67,13,10,10,11,11,11,14,11
132010,SM,4,Female,White,midwest,2,2,2,2,2,2,1,2,2,1,2,1,2,3,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,3,1,1,1,1,2,2,4,2,1,1,1,1,2,1,2,2,1,1,2 to 4 years,84,18,16,13,12,12,13,18,13
132012,SM,4,Male,White,midwest,3,3,3,3,2,2,2,3,3,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,3,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,3,2,3,2,1,1,1,1,2,3,2,2,1,1,2 to 4 years,91,25,14,15,15,12,18,17,15
106001,SM,3,Male,White,midwest,1,1,1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 to 4 years,64,15,10,10,11,11,11,11,10
134006,SM,3,Female,White,northeast,2,2,3,3,2,2,1,3,2,3,3,1,1,3,1,1,3,1,1,1,1,1,1,3,3,1,2,2,1,2,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2 to 4 years,80,23,16,17,14,10,13,10,13
132011,SM,4,Female,MultiRacial,midwest,3,2,1,2,2,2,2,3,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,4,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,3,3,2,3,2,1,1,2,2,3,2,2,2,2,2 to 4 years,88,21,14,16,15,12,12,19,19
134018,SM,4,Female,White,west,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2 to 4 years,61,11,10,10,10,11,10,10,11
132015,SM,4,Female,White,midwest,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,3,3,1,2,1,1,1,1,2,1,1,1,3,4,1,1,2,1,3,1,3,4,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,3,1,1,1,2,4,4,2,3,1,2,2,3,2,1,3,1,1,1,1,3,1,1,1,2,1,2,2 to 4 years,107,11,20,16,18,12,21,20,14
134017,SM,3,Female,White,west,2,2,2,2,1,2,1,3,3,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2 to 4 years,80,20,16,14,12,13,11,14,15
119059,SM,3,Female,White,south,3,3,3,3,3,2,3,4,3,3,2,2,2,3,2,2,3,1,1,1,1,1,1,2,1,1,4,2,1,3,1,2,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,3,3,2,2,3,3,1,4,1,1,1,1,1,2,3,1,2,2,3,3,1,3,2,2,3,3,3,3,2 to 4 years,103,30,19,17,13,12,27,15,26
119028,SM,4,Male,White,south,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 to 4 years,64,12,12,10,10,10,12,10,10
119044,SM,5,Female,White,south,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5 years,61,13,11,10,10,10,10,10,11
141072,SM,4,Female,White,south,2,2,2,3,3,3,2,3,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2 to 4 years,68,25,12,11,11,11,13,10,15
141066,SM,5,Female,AmericanIndAlaskanNat,south,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5 years,69,12,14,14,11,10,10,10,11
141071,SM,4,Male,White,south,3,3,3,3,3,3,2,4,3,3,3,2,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2 to 4 years,81,30,17,20,11,10,13,10,15
141085,SM,3,Male,White,south,3,3,3,3,3,3,2,3,3,3,3,2,2,3,2,3,3,2,2,2,3,3,2,4,2,2,4,3,2,3,2,2,2,2,3,2,4,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,3,2,1,1,3,2,2,4,2,2,3,2,2,3,3,3,2,2,3,2 to 4 years,129,29,24,28,23,18,15,21,25
141086,SM,3,Male,White,south,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2 to 4 years,109,21,20,21,21,16,14,17,22
141068,SM,4,Male,White,south,1,2,2,1,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2 to 4 years,72,18,11,13,13,12,13,10,11
141075,SM,3,Female,White,south,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2 to 4 years,62,12,12,10,10,10,10,10,12
141070,SM,4,Female,White,south,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 to 4 years,62,13,11,10,11,10,10,10,10
141095,SM,3,Female,White,south,3,3,3,3,3,3,2,3,3,3,3,2,2,3,1,1,1,3,2,1,2,2,1,3,3,1,3,3,1,2,3,2,1,1,2,2,3,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2 to 4 years,99,29,19,21,20,12,14,13,15
141092,SM,3,Female,White,south,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2 to 4 years,66,13,13,11,11,10,10,11,11
141078,SM,3,Male,White,south,2,2,2,2,2,2,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2 to 4 years,68,21,11,12,11,10,12,12,15
141077,SM,2,Female,White,south,2,2,3,3,2,2,1,3,3,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,3,2,2,2,2,1,1,1,2,2,3,2,2,3,3,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2 to 4 years,93,23,15,15,13,17,21,12,16
141091,SM,4,Male,White,south,2,2,2,2,1,3,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2 to 4 years,67,21,11,12,11,10,13,10,12
