IDNumber,data,Age,Gender,ParentHighestEducation,Ethnicity,Region,q0014,q0015,q0016,q0017,q0019,q0020,q0021,q0022,q0024,q0025,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0036,q0037,q0038,q0040,q0042,q0043,q0044,q0045,q0047,q0049,q0050,q0051,q0052,q0053,q0054,q0056,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0066,q0067,q0070,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0079,q0080,q0081,q0082,q0083,q0084,q0085,q0086,q0088,q0090,q0092,q0094,q0095,q0096,q0097,q0099,q0100,q0103,q0104,q0105,q0106,q0107,q0108,q0109,q0110,q0112,q0114,q0115,q0116,q0117,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
199029,SM,15,Female,Bachelor's degree or higher,White,midwest,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14 to 15 years,73,13,12,11,13,15,12,10,10
230026,SM,12,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,3,1,1,2,1,3,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,3,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,12 to 13 years,87,15,15,17,15,13,15,12,12
105041,SM,12,Male,Bachelor's degree or higher,White,midwest,1,2,2,1,2,2,2,2,2,3,3,2,2,4,3,3,1,4,1,2,3,4,2,1,2,2,3,1,2,3,3,2,2,2,1,2,2,1,1,2,2,3,1,1,2,2,2,2,2,1,4,3,2,3,3,1,1,3,2,3,3,2,3,2,2,1,1,1,3,3,2,4,2,3,2,3,3,3,2,2,12 to 13 years,130,19,25,23,18,18,25,21,26
230024,SM,17,Male,Bachelor's degree or higher,White,midwest,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,3,3,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,16 to 17 years,75,12,10,12,12,17,12,12,12
199033,SM,17,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,16 to 17 years,68,11,11,12,10,13,11,11,11
141265,SM,15,Male,Bachelor's degree or higher,White,south,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,3,2,1,2,1,1,1,2,1,2,2,2,2,2,3,2,3,2,3,1,1,2,1,1,2,4,1,2,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,4,2,14 to 15 years,96,14,18,18,18,16,13,13,19
141267,SM,15,Male,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,3,2,2,1,1,3,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,2,2,1,3,2,1,1,1,1,2,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,2,14 to 15 years,91,11,15,18,13,16,15,14,14
141275,SM,18,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18 to 21 years,66,10,10,10,11,14,11,10,10
129013,SM,16,Male,Bachelor's degree or higher,White,midwest,1,2,3,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,1,1,2,2,1,1,4,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,16 to 17 years,89,20,16,18,11,16,14,14,18
106009,SM,16,Male,Bachelor's degree or higher,White,midwest,1,2,1,2,2,2,2,4,3,4,3,2,3,2,2,2,3,4,2,2,3,4,2,2,4,3,3,3,2,4,3,3,3,1,4,1,4,1,1,2,2,2,3,2,1,1,1,2,2,3,2,4,3,1,1,3,3,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2,3,1,2,1,1,2,16 to 17 years,135,23,25,30,23,19,23,15,17
199030,SM,16,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,2,1,1,2,1,2,2,3,2,4,3,2,1,2,2,2,2,2,2,2,3,3,2,1,2,3,3,2,2,1,3,2,2,2,1,2,3,4,2,2,2,2,2,3,3,2,2,3,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,16 to 17 years,126,13,23,22,20,25,18,18,18
106016,SM,16,Female,Bachelor's degree or higher,Hispanic,midwest,1,2,2,2,2,1,1,2,3,3,2,1,1,1,3,2,2,3,2,2,1,1,2,2,3,2,2,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,1,1,2,2,3,1,1,1,1,16 to 17 years,89,19,19,21,11,12,13,13,15
106021,SM,16,Female,Bachelor's degree or higher,White,midwest,1,2,1,1,2,1,4,2,1,3,3,2,2,2,2,2,2,3,1,2,1,1,2,1,2,2,1,2,2,2,2,2,3,1,1,1,2,1,1,2,2,3,2,1,2,1,2,3,3,2,2,3,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,3,2,1,3,3,2,2,1,1,2,3,16 to 17 years,108,18,21,16,16,21,17,17,20
129006,SM,16,Female,Bachelor's degree or higher,White,midwest,2,2,1,1,1,1,3,3,1,2,1,2,2,2,4,2,1,4,2,2,1,3,2,2,2,1,2,1,2,3,2,2,1,1,1,1,1,1,1,1,1,4,3,2,1,1,2,2,2,1,4,2,2,2,2,1,1,2,1,1,2,2,3,2,2,1,1,3,2,1,4,2,2,3,4,2,4,1,2,4,16 to 17 years,109,17,22,19,12,19,18,19,28
141155,SM,13,Female,Bachelor's degree or higher,White,south,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,3,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,12 to 13 years,85,15,12,17,13,16,15,12,15
141132,SM,13,Female,Bachelor's degree or higher,White,south,2,1,1,1,1,1,4,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,3,2,1,1,1,2,2,4,2,1,3,3,1,1,2,1,3,1,2,4,2,2,1,1,1,2,1,1,2,1,3,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,3,4,2,1,1,1,2,12 to 13 years,98,16,14,19,18,17,17,13,18
203029,SM,13,Female,Bachelor's degree or higher,White,south,2,1,2,2,1,1,3,1,1,2,3,2,1,2,2,2,1,2,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,3,2,2,2,1,1,1,2,2,2,3,1,2,2,1,1,3,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,3,1,12 to 13 years,106,16,20,19,15,18,17,17,18
141294,SM,13,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,12 to 13 years,66,12,11,12,10,13,10,10,11
141041,SM,13,Female,Bachelor's degree or higher,White,south,1,3,2,3,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,3,3,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,1,1,1,2,1,2,1,1,3,1,12 to 13 years,84,17,13,15,14,17,11,14,14
119008,SM,13,Female,Bachelor's degree or higher,MultiRacial,south,2,2,3,1,2,1,1,3,2,4,3,2,2,3,4,2,1,4,1,1,2,4,2,2,4,2,3,3,3,2,3,2,4,1,2,1,2,1,1,1,3,3,1,1,2,2,2,2,3,2,3,3,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,3,4,1,1,1,3,3,2,1,2,2,3,12 to 13 years,132,21,23,27,18,21,22,21,19
119034,SM,15,Female,High school graduate (including GED),White,south,2,2,1,3,3,1,2,2,3,4,1,4,2,2,1,2,2,2,2,3,1,1,1,2,1,2,1,3,1,3,3,2,4,2,1,2,3,1,3,3,2,3,2,3,3,2,3,3,3,2,2,4,2,1,1,2,2,1,1,3,1,2,4,3,1,3,2,2,2,3,2,1,1,3,2,2,3,1,3,2,14 to 15 years,129,23,21,16,24,26,19,23,20
141288,SM,13,Female,High school graduate (including GED),White,south,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,1,3,1,1,1,1,1,4,4,1,4,2,2,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,12 to 13 years,91,13,12,13,14,30,10,12,11
119053,SM,16,Female,High school graduate (including GED),MultiRacial,south,2,1,2,1,2,1,1,1,3,4,1,2,1,1,1,2,2,1,2,2,1,2,1,1,3,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,4,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16 to 17 years,82,18,15,15,12,20,10,10,10
119054,SM,17,Male,High school graduate (including GED),White,south,2,3,3,2,1,1,1,4,1,1,1,1,1,1,1,1,2,2,2,2,1,4,1,1,2,1,1,2,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,16 to 17 years,77,19,14,15,15,10,13,10,12
119072,SM,16,Male,Some college or associate degree,White,south,1,2,2,2,1,1,3,1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,16 to 17 years,78,16,13,19,13,12,11,10,15
178043,SM,16,Male,Some college or associate degree,White,south,3,1,1,1,2,2,1,3,1,1,2,2,1,1,4,1,1,4,1,1,2,2,3,1,3,3,2,1,3,1,1,1,3,1,1,1,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,3,1,1,1,2,1,16 to 17 years,89,16,18,21,14,13,10,13,14
119071,SM,13,Male,Some college or associate degree,Hispanic,south,2,2,2,2,1,1,3,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,12 to 13 years,88,18,17,16,15,13,16,11,14
319020,SM,13,Male,Some college or associate degree,Hispanic,south,3,2,3,3,2,1,4,1,3,4,2,1,3,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,3,4,2,1,2,1,1,2,2,1,3,3,3,1,2,2,1,3,1,1,3,1,1,1,1,2,1,2,2,1,2,2,1,1,3,1,3,1,12 to 13 years,97,26,16,14,13,19,21,14,17
119074,SM,18,Male,Bachelor's degree or higher,Black,south,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,18 to 21 years,66,12,12,10,11,12,10,11,11
119075,SM,14,Male,Bachelor's degree or higher,Black,south,3,3,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,14 to 15 years,84,20,11,17,13,19,11,13,14
323025,SM,16,Male,Bachelor's degree or higher,Black,south,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16 to 17 years,67,12,10,10,12,15,10,10,10
119133,SM,16,Male,Bachelor's degree or higher,Black,south,1,2,2,3,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,3,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16 to 17 years,74,16,11,14,12,16,11,10,11
119136,SM,15,Male,High school graduate (including GED),White,south,4,4,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14 to 15 years,64,25,11,10,11,10,12,10,10
119139,SM,17,Male,High school graduate (including GED),Black,south,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16 to 17 years,65,11,10,10,12,13,10,10,10
315025,SM,13,Female,Some college or associate degree,Black,south,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,12 to 13 years,82,17,12,13,14,22,11,10,19
126004,SM,17,Male,Bachelor's degree or higher,Asian,midwest,2,2,2,3,3,1,2,2,4,4,2,3,1,3,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,4,1,1,1,2,2,4,4,4,2,2,3,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,2,2,16 to 17 years,98,25,17,15,14,31,11,10,17
160020,SM,17,Male,Bachelor's degree or higher,MultiRacial,west,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,3,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,2,3,3,1,1,1,2,1,2,1,1,1,2,3,1,1,1,1,16 to 17 years,83,14,10,18,12,12,12,19,14
126010,SM,15,Male,Bachelor's degree or higher,MultiRacial,west,3,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,14 to 15 years,75,19,10,15,14,15,11,10,12
921145,Qual,14,Female,Bachelor's degree or higher,White,west,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14 to 15 years,69,12,11,14,12,11,11,10,10
126063,SM,14,Female,Bachelor's degree or higher,White,west,2,2,2,3,2,1,2,2,2,2,2,2,2,3,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,14 to 15 years,83,20,18,14,14,13,14,10,14
126064,SM,20,Female,Some college or associate degree,MultiRacial,west,2,1,2,3,3,1,2,1,2,4,4,1,2,3,3,1,3,4,2,3,1,1,1,2,2,2,2,2,1,2,1,2,4,1,1,4,3,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,1,1,1,2,18 to 21 years,97,21,26,16,19,12,14,10,17
241055,SM,13,Female,Bachelor's degree or higher,White,northeast,2,2,1,3,1,1,4,2,4,2,4,2,2,2,4,2,1,2,2,3,2,4,2,1,2,3,2,4,2,4,2,2,2,2,1,3,4,3,2,3,2,2,3,3,2,1,1,4,3,2,2,1,3,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,3,3,2,1,4,2,2,2,1,1,2,12 to 13 years,129,22,24,26,24,23,17,15,20
241032,SM,13,Female,Bachelor's degree or higher,White,northeast,2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,4,2,1,2,3,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,2,3,1,2,2,2,2,2,1,2,3,12 to 13 years,90,15,14,20,13,13,15,15,20
241009,SM,13,Female,Bachelor's degree or higher,White,northeast,2,2,2,2,2,1,1,1,2,2,3,2,2,3,3,2,2,3,1,1,4,1,2,1,3,1,1,2,1,3,3,2,2,3,2,1,2,1,1,2,3,3,3,3,2,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,12 to 13 years,109,17,22,19,19,22,14,13,12
126091,SM,13,Female,Bachelor's degree or higher,White,northeast,1,2,1,3,2,1,4,1,1,4,3,2,3,2,2,3,2,2,1,2,2,2,1,2,3,3,1,1,1,2,2,2,2,3,3,3,1,2,1,1,2,2,2,1,1,1,1,1,1,1,3,3,3,4,3,4,2,4,1,3,1,1,2,1,1,2,2,1,1,2,3,1,2,2,3,2,1,2,2,2,12 to 13 years,117,20,22,18,20,13,30,14,20
126096,SM,16,Male,Some college or associate degree,White,west,1,2,1,1,1,1,2,2,1,1,1,2,1,1,3,1,1,2,1,1,3,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16 to 17 years,72,13,14,16,11,10,11,10,10
126097,SM,13,Female,Some college or associate degree,White,west,1,2,1,1,2,1,2,3,2,1,2,2,3,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,4,1,3,2,1,2,2,1,1,1,4,4,2,2,3,1,2,2,3,2,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,12 to 13 years,100,16,16,14,18,25,13,14,15
126271,SM,15,Female,Bachelor's degree or higher,White,west,2,1,1,2,1,1,2,1,1,2,3,2,2,2,3,1,1,1,2,2,1,1,2,1,2,1,3,2,2,4,2,1,2,2,1,1,1,1,1,2,2,2,3,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,14 to 15 years,95,14,19,19,14,19,13,11,15
349016,SM,17,Male,Bachelor's degree or higher,White,west,3,2,1,4,2,2,3,2,2,4,2,4,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16 to 17 years,124,25,22,19,23,20,20,20,20
349059,SM,17,Male,Bachelor's degree or higher,White,west,1,1,1,2,1,1,3,3,1,2,1,1,1,2,1,2,2,3,2,2,2,3,2,2,4,3,2,4,1,3,3,3,2,3,1,1,2,3,3,1,4,4,2,1,3,1,2,1,4,2,2,1,3,2,3,3,1,2,2,3,1,1,2,3,1,2,1,2,1,2,3,2,1,2,3,4,2,1,1,2,16 to 17 years,127,16,17,26,22,24,22,16,21
126196,SM,13,Female,Bachelor's degree or higher,White,west,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,1,2,3,1,1,2,1,1,1,1,1,1,1,3,3,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,12 to 13 years,82,11,10,18,11,19,12,12,11
